Código,Reservatorio,Cota,Capacidade,Volume,VolumePercentual,DataInformacao
12172,EPITÁCIO PESSOA,,"411,69","341,475","82,94%",05/11/2010
12172,EPITÁCIO PESSOA,,"411,69","341,815","83,03%",04/11/2010
12172,EPITÁCIO PESSOA,,"411,69","342,155","83,11%",03/11/2010
12172,EPITÁCIO PESSOA,,"411,69","342,496","83,19%",02/11/2010
12172,EPITÁCIO PESSOA,,"411,69","342,849","83,28%",01/11/2010
12172,EPITÁCIO PESSOA,"376,02","411,69","343,2025176","83,36%",31/10/2010
12172,EPITÁCIO PESSOA,,"411,69","343,556","83,45%",30/10/2010
12172,EPITÁCIO PESSOA,,"411,69","343,91","83,54%",29/10/2010
12172,EPITÁCIO PESSOA,,"411,69","344,263","83,62%",28/10/2010
12172,EPITÁCIO PESSOA,,"411,69","343,91","83,54%",27/10/2010
12172,EPITÁCIO PESSOA,,"411,69","343,91","83,54%",26/10/2010
12172,EPITÁCIO PESSOA,,"411,69","341,135","82,86%",25/10/2010
12172,EPITÁCIO PESSOA,,"411,69","330,932","80,38%",24/10/2010
12172,EPITÁCIO PESSOA,,"411,69","329,912","80,14%",23/10/2010
12172,EPITÁCIO PESSOA,,"411,69","329,232","79,97%",22/10/2010
12172,EPITÁCIO PESSOA,,"411,69","329,572","80,05%",21/10/2010
12172,EPITÁCIO PESSOA,,"411,69","329,912","80,14%",20/10/2010
12172,EPITÁCIO PESSOA,,"411,69","330,252","80,22%",19/10/2010
12172,EPITÁCIO PESSOA,,"411,69","330,592","80,30%",18/10/2010
12172,EPITÁCIO PESSOA,,"411,69","330,932","80,38%",17/10/2010
12172,EPITÁCIO PESSOA,,"411,69","331,272","80,47%",16/10/2010
12172,EPITÁCIO PESSOA,,"411,69","331,953","80,63%",15/10/2010
12172,EPITÁCIO PESSOA,,"411,69","332,293","80,71%",14/10/2010
12172,EPITÁCIO PESSOA,,"411,69","332,633","80,80%",13/10/2010
12172,EPITÁCIO PESSOA,,"411,69","332,973","80,88%",12/10/2010
12172,EPITÁCIO PESSOA,,"411,69","333,313","80,96%",11/10/2010
12172,EPITÁCIO PESSOA,,"411,69","333,653","81,04%",10/10/2010
12172,EPITÁCIO PESSOA,,"411,69","334,333","81,21%",09/10/2010
12172,EPITÁCIO PESSOA,,"411,69","334,673","81,29%",08/10/2010
12172,EPITÁCIO PESSOA,,"411,69","335,013","81,38%",07/10/2010
12172,EPITÁCIO PESSOA,,"411,69","335,354","81,46%",06/10/2010
12172,EPITÁCIO PESSOA,,"411,69","335,694","81,54%",05/10/2010
12172,EPITÁCIO PESSOA,,"411,69","336,034","81,62%",04/10/2010
12172,EPITÁCIO PESSOA,,"411,69","336,374","81,71%",03/10/2010
12172,EPITÁCIO PESSOA,,"411,69","336,714","81,79%",02/10/2010
12172,EPITÁCIO PESSOA,,"411,69","337,054","81,87%",01/10/2010
12172,EPITÁCIO PESSOA,"375,85","411,69","337,3940889","81,95%",30/09/2010
12172,EPITÁCIO PESSOA,,"411,69","337,734","82,04%",29/09/2010
12172,EPITÁCIO PESSOA,,"411,69","338,074","82,12%",28/09/2010
12172,EPITÁCIO PESSOA,,"411,69","338,414","82,20%",27/09/2010
12172,EPITÁCIO PESSOA,,"411,69","338,754","82,28%",26/09/2010
12172,EPITÁCIO PESSOA,,"411,69","339,095","82,37%",25/09/2010
12172,EPITÁCIO PESSOA,,"411,69","339,435","82,45%",24/09/2010
12172,EPITÁCIO PESSOA,,"411,69","339,775","82,53%",23/09/2010
12172,EPITÁCIO PESSOA,,"411,69","340,115","82,61%",22/09/2010
12172,EPITÁCIO PESSOA,,"411,69","340,455","82,70%",21/09/2010
12172,EPITÁCIO PESSOA,,"411,69","340,795","82,78%",20/09/2010
12172,EPITÁCIO PESSOA,,"411,69","341,135","82,86%",19/09/2010
12172,EPITÁCIO PESSOA,,"411,69","341,475","82,94%",18/09/2010
12172,EPITÁCIO PESSOA,,"411,69","341,815","83,03%",17/09/2010
12172,EPITÁCIO PESSOA,,"411,69","342,496","83,19%",16/09/2010
12172,EPITÁCIO PESSOA,,"411,69","342,849","83,28%",15/09/2010
12172,EPITÁCIO PESSOA,,"411,69","342,849","83,28%",14/09/2010
12172,EPITÁCIO PESSOA,,"411,69","343,203","83,36%",13/09/2010
12172,EPITÁCIO PESSOA,,"411,69","343,556","83,45%",12/09/2010
12172,EPITÁCIO PESSOA,,"411,69","343,91","83,54%",11/09/2010
12172,EPITÁCIO PESSOA,,"411,69","344,263","83,62%",10/09/2010
12172,EPITÁCIO PESSOA,,"411,69","344,263","83,62%",09/09/2010
12172,EPITÁCIO PESSOA,,"411,69","344,617","83,71%",08/09/2010
12172,EPITÁCIO PESSOA,,"411,69","344,97","83,79%",07/09/2010
12172,EPITÁCIO PESSOA,,"411,69","345,324","83,88%",06/09/2010
12172,EPITÁCIO PESSOA,,"411,69","345,677","83,97%",05/09/2010
12172,EPITÁCIO PESSOA,,"411,69","346,031","84,05%",04/09/2010
12172,EPITÁCIO PESSOA,,"411,69","346,384","84,14%",03/09/2010
12172,EPITÁCIO PESSOA,,"411,69","346,738","84,22%",02/09/2010
12172,EPITÁCIO PESSOA,,"411,69","347,091","84,31%",01/09/2010
12172,EPITÁCIO PESSOA,"376,14","411,69","347,4445931","84,39%",31/08/2010
12172,EPITÁCIO PESSOA,,"411,69","347,798","84,48%",30/08/2010
12172,EPITÁCIO PESSOA,,"411,69","347,798","84,48%",29/08/2010
12172,EPITÁCIO PESSOA,,"411,69","348,152","84,57%",28/08/2010
12172,EPITÁCIO PESSOA,,"411,69","348,505","84,65%",27/08/2010
12172,EPITÁCIO PESSOA,,"411,69","348,859","84,74%",26/08/2010
12172,EPITÁCIO PESSOA,,"411,69","349,212","84,82%",25/08/2010
12172,EPITÁCIO PESSOA,,"411,69","349,566","84,91%",24/08/2010
12172,EPITÁCIO PESSOA,,"411,69","349,919","85,00%",23/08/2010
12172,EPITÁCIO PESSOA,,"411,69","349,919","85,00%",22/08/2010
12172,EPITÁCIO PESSOA,,"411,69","350,273","85,08%",21/08/2010
12172,EPITÁCIO PESSOA,,"411,69","350,273","85,08%",20/08/2010
12172,EPITÁCIO PESSOA,,"411,69","350,98","85,25%",19/08/2010
12172,EPITÁCIO PESSOA,,"411,69","351,333","85,34%",18/08/2010
12172,EPITÁCIO PESSOA,,"411,69","351,333","85,34%",17/08/2010
12172,EPITÁCIO PESSOA,,"411,69","351,687","85,43%",16/08/2010
12172,EPITÁCIO PESSOA,,"411,69","352,04","85,51%",15/08/2010
12172,EPITÁCIO PESSOA,,"411,69","352,394","85,60%",14/08/2010
12172,EPITÁCIO PESSOA,,"411,69","352,747","85,68%",13/08/2010
12172,EPITÁCIO PESSOA,,"411,69","353,101","85,77%",12/08/2010
12172,EPITÁCIO PESSOA,,"411,69","353,454","85,85%",11/08/2010
12172,EPITÁCIO PESSOA,,"411,69","353,808","85,94%",10/08/2010
12172,EPITÁCIO PESSOA,,"411,69","353,808","85,94%",09/08/2010
12172,EPITÁCIO PESSOA,,"411,69","354,161","86,03%",08/08/2010
12172,EPITÁCIO PESSOA,,"411,69","354,161","86,03%",07/08/2010
12172,EPITÁCIO PESSOA,,"411,69","354,515","86,11%",06/08/2010
12172,EPITÁCIO PESSOA,,"411,69","354,515","86,11%",05/08/2010
12172,EPITÁCIO PESSOA,,"411,69","354,868","86,20%",04/08/2010
12172,EPITÁCIO PESSOA,,"411,69","355,222","86,28%",03/08/2010
12172,EPITÁCIO PESSOA,,"411,69","355,575","86,37%",02/08/2010
12172,EPITÁCIO PESSOA,,"411,69","355,575","86,37%",01/08/2010
12172,EPITÁCIO PESSOA,"376,38","411,69","355,928744","86,46%",31/07/2010
12172,EPITÁCIO PESSOA,,"411,69","356,282","86,54%",30/07/2010
12172,EPITÁCIO PESSOA,,"411,69","356,282","86,54%",29/07/2010
12172,EPITÁCIO PESSOA,,"411,69","356,636","86,63%",28/07/2010
12172,EPITÁCIO PESSOA,,"411,69","356,989","86,71%",27/07/2010
12172,EPITÁCIO PESSOA,,"411,69","357,343","86,80%",26/07/2010
12172,EPITÁCIO PESSOA,,"411,69","357,696","86,88%",25/07/2010
12172,EPITÁCIO PESSOA,,"411,69","358,05","86,97%",24/07/2010
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",23/07/2010
12172,EPITÁCIO PESSOA,,"411,69","358,05","86,97%",22/07/2010
12172,EPITÁCIO PESSOA,,"411,69","358,05","86,97%",21/07/2010
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",20/07/2010
12172,EPITÁCIO PESSOA,,"411,69","358,757","87,14%",19/07/2010
12172,EPITÁCIO PESSOA,,"411,69","359,11","87,23%",18/07/2010
12172,EPITÁCIO PESSOA,,"411,69","359,464","87,31%",17/07/2010
12172,EPITÁCIO PESSOA,,"411,69","359,817","87,40%",16/07/2010
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",15/07/2010
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",14/07/2010
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",13/07/2010
12172,EPITÁCIO PESSOA,,"411,69","360,878","87,66%",12/07/2010
12172,EPITÁCIO PESSOA,,"411,69","360,878","87,66%",11/07/2010
12172,EPITÁCIO PESSOA,,"411,69","361,231","87,74%",10/07/2010
12172,EPITÁCIO PESSOA,,"411,69","361,585","87,83%",09/07/2010
12172,EPITÁCIO PESSOA,,"411,69","361,585","87,83%",08/07/2010
12172,EPITÁCIO PESSOA,,"411,69","361,938","87,92%",07/07/2010
12172,EPITÁCIO PESSOA,,"411,69","362,292","88,00%",06/07/2010
12172,EPITÁCIO PESSOA,,"411,69","362,292","88,00%",05/07/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",04/07/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",03/07/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",02/07/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",01/07/2010
12172,EPITÁCIO PESSOA,"376,57","411,69","362,6453635","88,09%",30/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",29/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",28/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",27/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",26/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",25/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",24/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",23/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",22/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",21/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",20/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",19/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,292","88,00%",18/06/2010
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",17/06/2010
12172,EPITÁCIO PESSOA,,"411,69","359,817","87,40%",16/06/2010
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",15/06/2010
12172,EPITÁCIO PESSOA,,"411,69","360,524","87,57%",14/06/2010
12172,EPITÁCIO PESSOA,,"411,69","360,878","87,66%",13/06/2010
12172,EPITÁCIO PESSOA,,"411,69","361,231","87,74%",12/06/2010
12172,EPITÁCIO PESSOA,,"411,69","361,585","87,83%",11/06/2010
12172,EPITÁCIO PESSOA,,"411,69","361,938","87,92%",10/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,292","88,00%",09/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",08/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",07/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",06/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",05/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",04/06/2010
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",03/06/2010
12172,EPITÁCIO PESSOA,,"411,69","363,352","88,26%",02/06/2010
12172,EPITÁCIO PESSOA,,"411,69","363,706","88,34%",01/06/2010
12172,EPITÁCIO PESSOA,"376,61","411,69","364,0593887","88,43%",31/05/2010
12172,EPITÁCIO PESSOA,,"411,69","364,413","88,52%",30/05/2010
12172,EPITÁCIO PESSOA,,"411,69","364,766","88,60%",29/05/2010
12172,EPITÁCIO PESSOA,,"411,69","365,12","88,69%",28/05/2010
12172,EPITÁCIO PESSOA,,"411,69","365,473","88,77%",27/05/2010
12172,EPITÁCIO PESSOA,,"411,69","365,827","88,86%",26/05/2010
12172,EPITÁCIO PESSOA,,"411,69","366,18","88,95%",25/05/2010
12172,EPITÁCIO PESSOA,,"411,69","366,534","89,03%",24/05/2010
12172,EPITÁCIO PESSOA,,"411,69","366,534","89,03%",23/05/2010
12172,EPITÁCIO PESSOA,,"411,69","366,887","89,12%",22/05/2010
12172,EPITÁCIO PESSOA,,"411,69","367,241","89,20%",21/05/2010
12172,EPITÁCIO PESSOA,,"411,69","367,594","89,29%",20/05/2010
12172,EPITÁCIO PESSOA,,"411,69","367,948","89,38%",19/05/2010
12172,EPITÁCIO PESSOA,,"411,69","368,301","89,46%",18/05/2010
12172,EPITÁCIO PESSOA,,"411,69","368,655","89,55%",17/05/2010
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",16/05/2010
12172,EPITÁCIO PESSOA,,"411,69","369,362","89,72%",15/05/2010
12172,EPITÁCIO PESSOA,,"411,69","369,715","89,80%",14/05/2010
12172,EPITÁCIO PESSOA,,"411,69","370,069","89,89%",13/05/2010
12172,EPITÁCIO PESSOA,,"411,69","370,069","89,89%",12/05/2010
12172,EPITÁCIO PESSOA,,"411,69","370,423","89,98%",11/05/2010
12172,EPITÁCIO PESSOA,,"411,69","370,776","90,06%",10/05/2010
12172,EPITÁCIO PESSOA,,"411,69","371,13","90,15%",09/05/2010
12172,EPITÁCIO PESSOA,,"411,69","371,483","90,23%",08/05/2010
12172,EPITÁCIO PESSOA,,"411,69","371,483","90,23%",07/05/2010
12172,EPITÁCIO PESSOA,,"411,69","371,483","90,23%",06/05/2010
12172,EPITÁCIO PESSOA,,"411,69","371,483","90,23%",05/05/2010
12172,EPITÁCIO PESSOA,,"411,69","370,776","90,06%",04/05/2010
12172,EPITÁCIO PESSOA,,"411,69","366,534","89,03%",03/05/2010
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",02/05/2010
12172,EPITÁCIO PESSOA,,"411,69","360,524","87,57%",01/05/2010
12172,EPITÁCIO PESSOA,"376,52","411,69","360,8778321","87,66%",30/04/2010
12172,EPITÁCIO PESSOA,,"411,69","361,231","87,74%",29/04/2010
12172,EPITÁCIO PESSOA,,"411,69","361,585","87,83%",28/04/2010
12172,EPITÁCIO PESSOA,,"411,69","361,938","87,92%",27/04/2010
12172,EPITÁCIO PESSOA,,"411,69","361,585","87,83%",26/04/2010
12172,EPITÁCIO PESSOA,,"411,69","361,938","87,92%",25/04/2010
12172,EPITÁCIO PESSOA,,"411,69","362,292","88,00%",24/04/2010
12172,EPITÁCIO PESSOA,,"411,69","362,292","88,00%",23/04/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",22/04/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",21/04/2010
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",20/04/2010
12172,EPITÁCIO PESSOA,,"411,69","363,352","88,26%",19/04/2010
12172,EPITÁCIO PESSOA,,"411,69","363,352","88,26%",18/04/2010
12172,EPITÁCIO PESSOA,,"411,69","363,352","88,26%",17/04/2010
12172,EPITÁCIO PESSOA,,"411,69","363,352","88,26%",16/04/2010
12172,EPITÁCIO PESSOA,,"411,69","363,706","88,34%",15/04/2010
12172,EPITÁCIO PESSOA,,"411,69","364,059","88,43%",14/04/2010
12172,EPITÁCIO PESSOA,,"411,69","364,059","88,43%",13/04/2010
12172,EPITÁCIO PESSOA,,"411,69","363,706","88,34%",12/04/2010
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",11/04/2010
12172,EPITÁCIO PESSOA,,"411,69","361,231","87,74%",10/04/2010
12172,EPITÁCIO PESSOA,,"411,69","360,878","87,66%",09/04/2010
12172,EPITÁCIO PESSOA,,"411,69","360,524","87,57%",08/04/2010
12172,EPITÁCIO PESSOA,,"411,69","360,878","87,66%",07/04/2010
12172,EPITÁCIO PESSOA,,"411,69","360,878","87,66%",06/04/2010
12172,EPITÁCIO PESSOA,,"411,69","361,231","87,74%",05/04/2010
12172,EPITÁCIO PESSOA,,"411,69","361,585","87,83%",04/04/2010
12172,EPITÁCIO PESSOA,,"411,69","361,938","87,92%",03/04/2010
12172,EPITÁCIO PESSOA,,"411,69","361,938","87,92%",02/04/2010
12172,EPITÁCIO PESSOA,,"411,69","361,938","87,92%",01/04/2010
12172,EPITÁCIO PESSOA,"376,55","411,69","361,938351","87,92%",31/03/2010
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",30/03/2010
12172,EPITÁCIO PESSOA,,"411,69","360,524","87,57%",29/03/2010
12172,EPITÁCIO PESSOA,,"411,69","360,878","87,66%",28/03/2010
12172,EPITÁCIO PESSOA,,"411,69","361,231","87,74%",27/03/2010
12172,EPITÁCIO PESSOA,,"411,69","361,231","87,74%",26/03/2010
12172,EPITÁCIO PESSOA,,"411,69","360,524","87,57%",25/03/2010
12172,EPITÁCIO PESSOA,,"411,69","360,524","87,57%",24/03/2010
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",23/03/2010
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",22/03/2010
12172,EPITÁCIO PESSOA,,"411,69","357,696","86,88%",21/03/2010
12172,EPITÁCIO PESSOA,,"411,69","355,575","86,37%",20/03/2010
12172,EPITÁCIO PESSOA,,"411,69","355,575","86,37%",19/03/2010
12172,EPITÁCIO PESSOA,,"411,69","355,929","86,46%",18/03/2010
12172,EPITÁCIO PESSOA,,"411,69","356,282","86,54%",17/03/2010
12172,EPITÁCIO PESSOA,,"411,69","356,636","86,63%",16/03/2010
12172,EPITÁCIO PESSOA,,"411,69","356,989","86,71%",15/03/2010
12172,EPITÁCIO PESSOA,,"411,69","357,343","86,80%",14/03/2010
12172,EPITÁCIO PESSOA,,"411,69","358,05","86,97%",13/03/2010
12172,EPITÁCIO PESSOA,,"411,69","358,403","87,06%",12/03/2010
12172,EPITÁCIO PESSOA,,"411,69","358,757","87,14%",11/03/2010
12172,EPITÁCIO PESSOA,,"411,69","359,464","87,31%",10/03/2010
12172,EPITÁCIO PESSOA,,"411,69","359,817","87,40%",09/03/2010
12172,EPITÁCIO PESSOA,,"411,69","360,171","87,49%",08/03/2010
12172,EPITÁCIO PESSOA,,"411,69","360,524","87,57%",07/03/2010
12172,EPITÁCIO PESSOA,,"411,69","360,878","87,66%",06/03/2010
12172,EPITÁCIO PESSOA,,"411,69","361,231","87,74%",05/03/2010
12172,EPITÁCIO PESSOA,,"411,69","361,938","87,92%",04/03/2010
12172,EPITÁCIO PESSOA,,"411,69","362,292","88,00%",03/03/2010
12172,EPITÁCIO PESSOA,,"411,69","362,645","88,09%",02/03/2010
12172,EPITÁCIO PESSOA,,"411,69","362,999","88,17%",01/03/2010
12172,EPITÁCIO PESSOA,"376,59","411,69","363,3523761","88,26%",28/02/2010
12172,EPITÁCIO PESSOA,,"411,69","363,706","88,34%",27/02/2010
12172,EPITÁCIO PESSOA,,"411,69","363,706","88,34%",26/02/2010
12172,EPITÁCIO PESSOA,,"411,69","364,059","88,43%",25/02/2010
12172,EPITÁCIO PESSOA,,"411,69","364,413","88,52%",24/02/2010
12172,EPITÁCIO PESSOA,,"411,69","364,766","88,60%",23/02/2010
12172,EPITÁCIO PESSOA,,"411,69","365,12","88,69%",22/02/2010
12172,EPITÁCIO PESSOA,,"411,69","365,473","88,77%",21/02/2010
12172,EPITÁCIO PESSOA,,"411,69","365,827","88,86%",20/02/2010
12172,EPITÁCIO PESSOA,,"411,69","366,18","88,95%",19/02/2010
12172,EPITÁCIO PESSOA,,"411,69","366,534","89,03%",18/02/2010
12172,EPITÁCIO PESSOA,,"411,69","366,887","89,12%",17/02/2010
12172,EPITÁCIO PESSOA,,"411,69","367,241","89,20%",16/02/2010
12172,EPITÁCIO PESSOA,,"411,69","367,594","89,29%",15/02/2010
12172,EPITÁCIO PESSOA,,"411,69","367,948","89,38%",14/02/2010
12172,EPITÁCIO PESSOA,,"411,69","367,948","89,38%",13/02/2010
12172,EPITÁCIO PESSOA,,"411,69","367,948","89,38%",12/02/2010
12172,EPITÁCIO PESSOA,,"411,69","367,948","89,38%",11/02/2010
12172,EPITÁCIO PESSOA,,"411,69","366,887","89,12%",10/02/2010
12172,EPITÁCIO PESSOA,,"411,69","366,534","89,03%",09/02/2010
12172,EPITÁCIO PESSOA,,"411,69","366,887","89,12%",08/02/2010
12172,EPITÁCIO PESSOA,,"411,69","367,594","89,29%",07/02/2010
12172,EPITÁCIO PESSOA,,"411,69","367,948","89,38%",06/02/2010
12172,EPITÁCIO PESSOA,,"411,69","368,301","89,46%",05/02/2010
12172,EPITÁCIO PESSOA,,"411,69","368,655","89,55%",04/02/2010
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",03/02/2010
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",02/02/2010
12172,EPITÁCIO PESSOA,,"411,69","369,362","89,72%",01/02/2010
12172,EPITÁCIO PESSOA,"376,77","411,69","369,7154893","89,80%",31/01/2010
12172,EPITÁCIO PESSOA,,"411,69","370,069","89,89%",30/01/2010
12172,EPITÁCIO PESSOA,,"411,69","370,423","89,98%",29/01/2010
12172,EPITÁCIO PESSOA,,"411,69","370,423","89,98%",28/01/2010
12172,EPITÁCIO PESSOA,,"411,69","370,776","90,06%",27/01/2010
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",26/01/2010
12172,EPITÁCIO PESSOA,,"411,69","369,362","89,72%",25/01/2010
12172,EPITÁCIO PESSOA,,"411,69","369,715","89,80%",24/01/2010
12172,EPITÁCIO PESSOA,,"411,69","369,715","89,80%",23/01/2010
12172,EPITÁCIO PESSOA,,"411,69","369,715","89,80%",22/01/2010
12172,EPITÁCIO PESSOA,,"411,69","369,715","89,80%",21/01/2010
12172,EPITÁCIO PESSOA,,"411,69","368,301","89,46%",20/01/2010
12172,EPITÁCIO PESSOA,,"411,69","368,301","89,46%",19/01/2010
12172,EPITÁCIO PESSOA,,"411,69","368,301","89,46%",18/01/2010
12172,EPITÁCIO PESSOA,,"411,69","367,594","89,29%",17/01/2010
12172,EPITÁCIO PESSOA,,"411,69","367,948","89,38%",16/01/2010
12172,EPITÁCIO PESSOA,,"411,69","368,301","89,46%",15/01/2010
12172,EPITÁCIO PESSOA,,"411,69","368,655","89,55%",14/01/2010
12172,EPITÁCIO PESSOA,,"411,69","369,008","89,63%",13/01/2010
12172,EPITÁCIO PESSOA,,"411,69","369,362","89,72%",12/01/2010
12172,EPITÁCIO PESSOA,,"411,69","369,362","89,72%",11/01/2010
12172,EPITÁCIO PESSOA,,"411,69","369,715","89,80%",10/01/2010
12172,EPITÁCIO PESSOA,,"411,69","370,069","89,89%",09/01/2010
12172,EPITÁCIO PESSOA,,"411,69","370,423","89,98%",08/01/2010
12172,EPITÁCIO PESSOA,,"411,69","370,776","90,06%",07/01/2010
12172,EPITÁCIO PESSOA,,"411,69","371,13","90,15%",06/01/2010
12172,EPITÁCIO PESSOA,,"411,69","371,483","90,23%",05/01/2010
12172,EPITÁCIO PESSOA,,"411,69","371,13","90,15%",04/01/2010
12172,EPITÁCIO PESSOA,,"411,69","371,483","90,23%",03/01/2010
12172,EPITÁCIO PESSOA,,"411,69","371,837","90,32%",02/01/2010
12172,EPITÁCIO PESSOA,,"411,69","372,19","90,41%",01/01/2010
12172,EPITÁCIO PESSOA,"376,85","411,69","372,5435397","90,49%",31/12/2009
12172,EPITÁCIO PESSOA,,"411,69","372,897","90,58%",30/12/2009
12172,EPITÁCIO PESSOA,,"411,69","372,19","90,41%",29/12/2009
12172,EPITÁCIO PESSOA,,"411,69","372,544","90,49%",28/12/2009
12172,EPITÁCIO PESSOA,,"411,69","372,897","90,58%",27/12/2009
12172,EPITÁCIO PESSOA,,"411,69","373,251","90,66%",26/12/2009
12172,EPITÁCIO PESSOA,,"411,69","373,604","90,75%",25/12/2009
12172,EPITÁCIO PESSOA,,"411,69","373,958","90,83%",24/12/2009
12172,EPITÁCIO PESSOA,,"411,69","374,311","90,92%",23/12/2009
12172,EPITÁCIO PESSOA,,"411,69","374,665","91,01%",22/12/2009
12172,EPITÁCIO PESSOA,,"411,69","375,018","91,09%",21/12/2009
12172,EPITÁCIO PESSOA,,"411,69","375,372","91,18%",20/12/2009
12172,EPITÁCIO PESSOA,,"411,69","375,725","91,26%",19/12/2009
12172,EPITÁCIO PESSOA,,"411,69","376,079","91,35%",18/12/2009
12172,EPITÁCIO PESSOA,,"411,69","376,432","91,44%",17/12/2009
12172,EPITÁCIO PESSOA,,"411,69","376,786","91,52%",16/12/2009
12172,EPITÁCIO PESSOA,,"411,69","377,139","91,61%",15/12/2009
12172,EPITÁCIO PESSOA,,"411,69","377,493","91,69%",14/12/2009
12172,EPITÁCIO PESSOA,,"411,69","377,846","91,78%",13/12/2009
12172,EPITÁCIO PESSOA,,"411,69","378,212","91,87%",12/12/2009
12172,EPITÁCIO PESSOA,,"411,69","378,579","91,96%",11/12/2009
12172,EPITÁCIO PESSOA,,"411,69","378,945","92,05%",10/12/2009
12172,EPITÁCIO PESSOA,,"411,69","379,311","92,14%",09/12/2009
12172,EPITÁCIO PESSOA,,"411,69","379,677","92,22%",08/12/2009
12172,EPITÁCIO PESSOA,,"411,69","380,044","92,31%",07/12/2009
12172,EPITÁCIO PESSOA,,"411,69","380,41","92,40%",06/12/2009
12172,EPITÁCIO PESSOA,,"411,69","380,776","92,49%",05/12/2009
12172,EPITÁCIO PESSOA,,"411,69","381,143","92,58%",04/12/2009
12172,EPITÁCIO PESSOA,,"411,69","381,509","92,67%",03/12/2009
12172,EPITÁCIO PESSOA,,"411,69","382,241","92,85%",02/12/2009
12172,EPITÁCIO PESSOA,,"411,69","382,608","92,94%",01/12/2009
12172,EPITÁCIO PESSOA,"377,14","411,69","382,9738427","93,02%",30/11/2009
12172,EPITÁCIO PESSOA,,"411,69","383,34","93,11%",29/11/2009
12172,EPITÁCIO PESSOA,,"411,69","383,706","93,20%",28/11/2009
12172,EPITÁCIO PESSOA,,"411,69","384,073","93,29%",27/11/2009
12172,EPITÁCIO PESSOA,,"411,69","384,439","93,38%",26/11/2009
12172,EPITÁCIO PESSOA,,"411,69","384,805","93,47%",25/11/2009
12172,EPITÁCIO PESSOA,,"411,69","385,171","93,56%",24/11/2009
12172,EPITÁCIO PESSOA,,"411,69","385,538","93,65%",23/11/2009
12172,EPITÁCIO PESSOA,,"411,69","385,904","93,74%",22/11/2009
12172,EPITÁCIO PESSOA,,"411,69","386,27","93,83%",21/11/2009
12172,EPITÁCIO PESSOA,,"411,69","386,636","93,91%",20/11/2009
12172,EPITÁCIO PESSOA,,"411,69","387,003","94,00%",19/11/2009
12172,EPITÁCIO PESSOA,,"411,69","387,369","94,09%",18/11/2009
12172,EPITÁCIO PESSOA,,"411,69","388,102","94,27%",17/11/2009
12172,EPITÁCIO PESSOA,,"411,69","388,468","94,36%",16/11/2009
12172,EPITÁCIO PESSOA,,"411,69","388,468","94,36%",15/11/2009
